Time,Position,Speed
4.899,0.0143817,-0.473127
4.9,0.0139085,-0.474922
4.901,0.0134336,-0.476656
4.902,0.012957,-0.478326
4.903,0.0124786,-0.479934
4.904,0.0119987,-0.481478
4.905,0.0115172,-0.482958
4.906,0.0110343,-0.484373
4.907,0.0105499,-0.485722
4.908,0.0100642,-0.487006
4.909,0.00957717,-0.488224
4.91,0.00908894,-0.489375
4.911,0.00859957,-0.490459
4.912,0.00810911,-0.491475
4.913,0.00761763,-0.492423
4.914,0.00712521,-0.493303
4.915,0.00663191,-0.494113
4.916,0.00613779,-0.494854
4.917,0.00564294,-0.495524
4.918,0.00514742,-0.496125
4.919,0.00465129,-0.496654
4.92,0.00415464,-0.497113
4.921,0.00365752,-0.497499
4.922,0.00316003,-0.497814
4.923,0.00266221,-0.498056
4.924,0.00216416,-0.498225
4.925,0.00166593,-0.498321
4.926,0.00116761,-0.498344
4.927,0.000669265,-0.498293
4.928,0.000170972,-0.498167
4.929,-0.000327195,-0.497967
4.93,-0.000825161,-0.497691
4.931,-0.00132285,-0.497341
4.932,-0.00182019,-0.496915
4.933,-0.00231711,-0.496413
4.934,-0.00281352,-0.495836
4.935,-0.00330936,-0.495182
4.936,-0.00380454,-0.494451
4.937,-0.00429899,-0.493643
4.938,-0.00479263,-0.492759
4.939,-0.00528539,-0.491797
4.94,-0.00577719,-0.490758
4.941,-0.00626795,-0.489641
4.942,-0.00675759,-0.488446
4.943,-0.00724603,-0.487173
4.944,-0.00773321,-0.485823
4.945,-0.00821903,-0.484394
4.946,-0.00870342,-0.482887
4.947,-0.00918631,-0.481301
4.948,-0.00966761,-0.479637
4.949,-0.0101472,-0.477894
4.95,-0.0106251,-0.476073
4.951,-0.0111012,-0.474173
4.952,-0.0115754,-0.472195
4.953,-0.0120476,-0.470138
4.954,-0.0125177,-0.468002
4.955,-0.0129857,-0.465788
4.956,-0.0134515,-0.463496
4.957,-0.013915,-0.461125
4.958,-0.0143761,-0.458676
4.959,-0.0148348,-0.456148
4.96,-0.015291,-0.453543
4.961,-0.0157445,-0.450859
4.962,-0.0161954,-0.448098
4.963,-0.0166435,-0.44526
4.964,-0.0170887,-0.442344
4.965,-0.0175311,-0.439351
4.966,-0.0179704,-0.436281
4.967,-0.0184067,-0.433135
4.968,-0.0188398,-0.429912
4.969,-0.0192697,-0.426613
4.97,-0.0196964,-0.423239
4.971,-0.0201196,-0.41979
4.972,-0.0205394,-0.416265
4.973,-0.0209556,-0.412666
4.974,-0.0213683,-0.408993
4.975,-0.0217773,-0.405246
4.976,-0.0221826,-0.401426
4.977,-0.022584,-0.397533
4.978,-0.0229815,-0.393568
4.979,-0.0233751,-0.389531
4.98,-0.0237646,-0.385423
4.981,-0.02415,-0.381244
4.982,-0.0245313,-0.376995
4.983,-0.0249083,-0.372676
4.984,-0.0252809,-0.368289
4.985,-0.0256492,-0.363833
4.986,-0.0260131,-0.35931
4.987,-0.0263724,-0.35472
4.988,-0.0267271,-0.350064
4.989,-0.0270772,-0.345342
4.99,-0.0274225,-0.340555
4.991,-0.0277631,-0.335704
4.992,-0.0280988,-0.330791
4.993,-0.0284296,-0.325814
4.994,-0.0287554,-0.320777
4.995,-0.0290761,-0.315678
4.996,-0.0293918,-0.31052
4.997,-0.0297023,-0.305302
4.998,-0.0300076,-0.300027
4.999,-0.0303077,-0.294694
5,-0.0306024,-0.289305
5.001,-0.0308917,-0.28386
5.002,-0.0311755,-0.278362
5.003,-0.0314539,-0.27281
5.004,-0.0317267,-0.267206
5.005,-0.0319939,-0.26155
5.006,-0.0322555,-0.255844
5.007,-0.0325113,-0.250089
5.008,-0.0327614,-0.244286
5.009,-0.0330057,-0.238436
5.01,-0.0332441,-0.23254
5.011,-0.0334767,-0.226599
5.012,-0.0337033,-0.220615
5.013,-0.0339239,-0.214588
5.014,-0.0341385,-0.20852
5.015,-0.034347,-0.202411
5.016,-0.0345494,-0.196264
5.017,-0.0347457,-0.190079
5.018,-0.0349357,-0.183858
5.019,-0.0351196,-0.177602
5.02,-0.0352972,-0.171311
5.021,-0.0354685,-0.164988
5.022,-0.0356335,-0.158633
5.023,-0.0357921,-0.152249
5.024,-0.0359444,-0.145835
5.025,-0.0360902,-0.139394
5.026,-0.0362296,-0.132927
5.027,-0.0363625,-0.126435
5.028,-0.036489,-0.119919
5.029,-0.0366089,-0.113381
5.03,-0.0367223,-0.106823
5.031,-0.0368291,-0.100244
5.032,-0.0369293,-0.0936482
5.033,-0.037023,-0.0870352
5.034,-0.03711,-0.0804069
5.035,-0.0371904,-0.0737646
5.036,-0.0372642,-0.0671097
5.037,-0.0373313,-0.0604436
5.038,-0.0373917,-0.0537678
5.039,-0.0374455,-0.0470835
5.04,-0.0374926,-0.0403923
5.041,-0.037533,-0.0336955
5.042,-0.0375667,-0.0269945
5.043,-0.0375937,-0.0202907
5.044,-0.037614,-0.0135856
5.045,-0.0376275,-0.00688055
5.046,-0.0376344,-0.000176935
5.047,-0.0376346,0.00652382
5.048,-0.0376281,0.0132203
5.049,-0.0376149,0.0199111
5.05,-0.0375949,0.0265949
5.051,-0.0375684,0.0332702
5.052,-0.0375351,0.0399356
5.053,-0.0374951,0.0465898
5.054,-0.0374486,0.0532314
5.055,-0.0373953,0.059859
5.056,-0.0373355,0.0664712
5.057,-0.037269,0.0730667
5.058,-0.0371959,0.079644
5.059,-0.0371163,0.086202
5.06,-0.0370301,0.0927391
5.061,-0.0369373,0.0992541
5.062,-0.0368381,0.105746
5.063,-0.0367323,0.112212
5.064,-0.0366201,0.118653
5.065,-0.0365015,0.125066
5.066,-0.0363764,0.131451
5.067,-0.036245,0.137806
5.068,-0.0361072,0.144129
5.069,-0.035963,0.150421
5.07,-0.0358126,0.156678
5.071,-0.0356559,0.162901
5.072,-0.035493,0.169087
5.073,-0.0353239,0.175236
5.074,-0.0351487,0.181347
5.075,-0.0349674,0.187417
5.076,-0.0347799,0.193447
5.077,-0.0345865,0.199436
5.078,-0.0343871,0.20538
5.079,-0.0341817,0.211281
5.08,-0.0339704,0.217137
5.081,-0.0337533,0.222946
5.082,-0.0335303,0.228707
5.083,-0.0333016,0.23442
5.084,-0.0330672,0.240084
5.085,-0.0328271,0.245697
5.086,-0.0325814,0.251259
5.087,-0.0323301,0.256768
5.088,-0.0320734,0.262223
5.089,-0.0318112,0.267625
5.09,-0.0315435,0.272971
5.091,-0.0312706,0.27826
5.092,-0.0309923,0.283493
5.093,-0.0307088,0.288668
5.094,-0.0304201,0.293784
5.095,-0.0301264,0.29884
5.096,-0.0298275,0.303836
5.097,-0.0295237,0.308771
5.098,-0.0292149,0.313643
5.099,-0.0289013,0.318453
5.1,-0.0285828,0.3232
5.101,-0.0282596,0.327883
5.102,-0.0279317,0.3325
5.103,-0.0275992,0.337052
5.104,-0.0272622,0.341538
5.105,-0.0269206,0.345958
5.106,-0.0265747,0.35031
5.107,-0.0262244,0.354594
5.108,-0.0258698,0.358809
5.109,-0.025511,0.362956
5.11,-0.025148,0.367033
5.111,-0.024781,0.37104
5.112,-0.0244099,0.374976
5.113,-0.024035,0.378842
5.114,-0.0236561,0.382636
5.115,-0.0232735,0.386358
5.116,-0.0228871,0.390008
5.117,-0.0224971,0.393585
5.118,-0.0221035,0.397089
5.119,-0.0217064,0.40052
5.12,-0.0213059,0.403877
5.121,-0.020902,0.407161
5.122,-0.0204949,0.41037
5.123,-0.0200845,0.413504
5.124,-0.019671,0.416564
5.125,-0.0192544,0.419549
5.126,-0.0188349,0.422458
5.127,-0.0184124,0.425293
5.128,-0.0179871,0.428051
5.129,-0.0175591,0.430734
5.13,-0.0171284,0.433342
5.131,-0.016695,0.435873
5.132,-0.0162591,0.438328
5.133,-0.0158208,0.440707
5.134,-0.0153801,0.44301
5.135,-0.0149371,0.445237
5.136,-0.0144919,0.447388
5.137,-0.0140445,0.449462
5.138,-0.013595,0.45146
5.139,-0.0131436,0.453381
5.14,-0.0126902,0.455227
5.141,-0.0122349,0.456996
5.142,-0.011778,0.458689
5.143,-0.0113193,0.460307
5.144,-0.010859,0.461848
5.145,-0.0103971,0.463314
5.146,-0.00993379,0.464703
5.147,-0.00946909,0.466018
5.148,-0.00900307,0.467257
5.149,-0.00853582,0.468421
5.15,-0.0080674,0.469509
5.151,-0.00759789,0.470523
5.152,-0.00712736,0.471463
5.153,-0.0066559,0.472328
5.154,-0.00618357,0.473118
5.155,-0.00571045,0.473835
5.156,-0.00523662,0.474479
5.157,-0.00476214,0.475048
5.158,-0.00428709,0.475545
5.159,-0.00381155,0.475969
5.16,-0.00333558,0.47632
5.161,-0.00285926,0.4766
5.162,-0.00238266,0.476807
5.163,-0.00190585,0.476943
5.164,-0.00142891,0.477007
5.165,-0.000951901,0.477001
5.166,-0.0004749,0.476924
5.167,2.02472e-06,0.476778
5.168,0.000478802,0.476561
5.169,0.000955363,0.476275
5.17,0.00143164,0.47592
5.171,0.00190756,0.475497
5.172,0.00238306,0.475005
5.173,0.00285806,0.474446
5.174,0.00333251,0.47382
5.175,0.00380633,0.473127
5.176,0.00427945,0.472367
5.177,0.00475182,0.471541
5.178,0.00522336,0.47065
5.179,0.00569401,0.469694
5.18,0.00616371,0.468673
5.181,0.00663238,0.467589
5.182,0.00709997,0.46644
5.183,0.00756641,0.465229
5.184,0.00803164,0.463955
5.185,0.00849559,0.462618
5.186,0.00895821,0.461221
5.187,0.00941943,0.459762
5.188,0.00987919,0.458242
5.189,0.0103374,0.456662
5.19,0.0107941,0.455023
5.191,0.0112491,0.453324
5.192,0.0117024,0.451567
5.193,0.012154,0.449752
5.194,0.0126038,0.44788
5.195,0.0130516,0.44595
5.196,0.0134976,0.443964
5.197,0.0139416,0.441922
5.198,0.0143835,0.439825
5.199,0.0148233,0.437673
5.2,0.015261,0.435467
5.201,0.0156964,0.433207
5.202,0.0161297,0.430894
5.203,0.0165605,0.428528
5.204,0.0169891,0.42611
5.205,0.0174152,0.423641
5.206,0.0178388,0.42112
5.207,0.0182599,0.418549
5.208,0.0186785,0.415929
5.209,0.0190944,0.413259
5.21,0.0195077,0.41054
5.211,0.0199182,0.407773
5.212,0.020326,0.404958
5.213,0.020731,0.402097
5.214,0.0211331,0.399189
5.215,0.0215322,0.396234
5.216,0.0219285,0.393235
5.217,0.0223217,0.390191
5.218,0.0227119,0.387102
5.219,0.023099,0.38397
5.22,0.023483,0.380794
5.221,0.0238638,0.377576
5.222,0.0242413,0.374316
5.223,0.0246157,0.371014
5.224,0.0249867,0.367672
5.225,0.0253543,0.364289
5.226,0.0257186,0.360866
5.227,0.0260795,0.357404
5.228,0.0264369,0.353903
5.229,0.0267908,0.350364
5.23,0.0271412,0.346787
5.231,0.027488,0.343174
5.232,0.0278311,0.339524
5.233,0.0281707,0.335837
5.234,0.0285065,0.332116
5.235,0.0288386,0.328359
5.236,0.029167,0.324569
5.237,0.0294915,0.320744
5.238,0.0298123,0.316886
5.239,0.0301292,0.312996
5.24,0.0304422,0.309073
5.241,0.0307512,0.305119
5.242,0.0310564,0.301133
5.243,0.0313575,0.297117
5.244,0.0316546,0.293071
5.245,0.0319477,0.288995
5.246,0.0322367,0.284891
5.247,0.0325216,0.280758
5.248,0.0328023,0.276597
5.249,0.0330789,0.272408
5.25,0.0333513,0.268193
5.251,0.0336195,0.263951
5.252,0.0338835,0.259684
5.253,0.0341431,0.255391
5.254,0.0343985,0.251073
5.255,0.0346496,0.246731
5.256,0.0348963,0.242365
5.257,0.0351387,0.237976
5.258,0.0353767,0.233564
5.259,0.0356102,0.22913
5.26,0.0358394,0.224674
5.261,0.0360641,0.220197
5.262,0.0362842,0.215699
5.263,0.0364999,0.21118
5.264,0.0367111,0.206642
5.265,0.0369178,0.202085
5.266,0.0371199,0.197509
5.267,0.0373174,0.192914
5.268,0.0375103,0.188302
5.269,0.0376986,0.183673
5.27,0.0378823,0.179026
5.271,0.0380613,0.174364
5.272,0.0382356,0.169685
5.273,0.0384053,0.164991
5.274,0.0385703,0.160283
5.275,0.0387306,0.15556
5.276,0.0388862,0.150822
5.277,0.039037,0.146072
5.278,0.0391831,0.141309
5.279,0.0393244,0.136533
5.28,0.0394609,0.131745
5.281,0.0395926,0.126945
5.282,0.0397196,0.122135
5.283,0.0398417,0.117314
5.284,0.039959,0.112482
5.285,0.0400715,0.107641
5.286,0.0401792,0.102791
5.287,0.040282,0.0979326
5.288,0.0403799,0.0930656
5.289,0.0404729,0.0881908
5.29,0.0405611,0.0833087
5.291,0.0406444,0.0784198
5.292,0.0407229,0.0735245
5.293,0.0407964,0.0686232
5.294,0.040865,0.0637165
5.295,0.0409287,0.0588049
5.296,0.0409875,0.0538886
5.297,0.0410414,0.0489683
5.298,0.0410904,0.0440444
5.299,0.0411344,0.0391174
5.3,0.0411736,0.0341877
5.301,0.0412077,0.0292557
5.302,0.041237,0.0243219
5.303,0.0412613,0.0193869
5.304,0.0412807,0.014451
5.305,0.0412952,0.00951466
5.306,0.0413047,0.00457842
5.307,0.0413093,-0.000357308
5.308,0.0413089,-0.00529206
5.309,0.0413036,-0.0102254
5.31,0.0412934,-0.0151568
5.311,0.0412782,-0.0200858
5.312,0.0412581,-0.0250121
5.313,0.0412331,-0.0299351
5.314,0.0412032,-0.0348543
5.315,0.0411683,-0.0397694
5.316,0.0411286,-0.0446798
5.317,0.0410839,-0.0495851
5.318,0.0410343,-0.0544849
5.319,0.0409798,-0.0593786
5.32,0.0409204,-0.0642658
5.321,0.0408562,-0.0691461
5.322,0.040787,-0.0740189
5.323,0.040713,-0.0788839
5.324,0.0406341,-0.0837406
5.325,0.0405504,-0.0885884
5.326,0.0404618,-0.093427
5.327,0.0403684,-0.0982558
5.328,0.0402701,-0.103074
5.329,0.040167,-0.107882
5.33,0.0400592,-0.112679
5.331,0.0399465,-0.117465
5.332,0.039829,-0.122238
5.333,0.0397068,-0.126998
5.334,0.0395798,-0.131746
5.335,0.039448,-0.13648
5.336,0.0393115,-0.1412
5.337,0.0391703,-0.145906
5.338,0.0390244,-0.150597
5.339,0.0388738,-0.155272
5.34,0.0387186,-0.159932
5.341,0.0385586,-0.164575
5.342,0.0383941,-0.169201
5.343,0.0382249,-0.17381
5.344,0.0380511,-0.178402
5.345,0.0378727,-0.182975
5.346,0.0376897,-0.187529
5.347,0.0375021,-0.192064
5.348,0.0373101,-0.196579
5.349,0.0371135,-0.201074
5.35,0.0369124,-0.205548
5.351,0.0367069,-0.210001
5.352,0.0364969,-0.214433
5.353,0.0362824,-0.218842
5.354,0.0360636,-0.223229
5.355,0.0358404,-0.227592
5.356,0.0356128,-0.231932
5.357,0.0353809,-0.236247
5.358,0.0351446,-0.240538
5.359,0.0349041,-0.244803
5.36,0.0346593,-0.249043
5.361,0.0344102,-0.253257
5.362,0.034157,-0.257444
5.363,0.0338995,-0.261603
5.364,0.0336379,-0.265735
5.365,0.0333722,-0.269839
5.366,0.0331023,-0.273914
5.367,0.0328284,-0.27796
5.368,0.0325505,-0.281976
5.369,0.0322685,-0.285961
5.37,0.0319825,-0.289916
5.371,0.0316926,-0.293839
5.372,0.0313988,-0.297731
5.373,0.031101,-0.30159
5.374,0.0307995,-0.305417
5.375,0.030494,-0.309209
5.376,0.0301848,-0.312968
5.377,0.0298719,-0.316693
5.378,0.0295552,-0.320382
5.379,0.0292348,-0.324036
5.38,0.0289108,-0.327654
5.381,0.0285831,-0.331236
5.382,0.0282519,-0.33478
5.383,0.0279171,-0.338286
5.384,0.0275788,-0.341755
5.385,0.027237,-0.345185
5.386,0.0268919,-0.348575
5.387,0.0265433,-0.351926
5.388,0.0261914,-0.355236
5.389,0.0258361,-0.358506
5.39,0.0254776,-0.361734
5.391,0.0251159,-0.36492
5.392,0.024751,-0.368064
5.393,0.0243829,-0.371165
5.394,0.0240117,-0.374223
5.395,0.0236375,-0.377236
5.396,0.0232603,-0.380205
5.397,0.0228801,-0.383129
5.398,0.0224969,-0.386007
5.399,0.0221109,-0.388839
5.4,0.0217221,-0.391624
5.401,0.0213305,-0.394362
5.402,0.0209361,-0.397053
5.403,0.0205391,-0.399695
5.404,0.0201394,-0.402288
5.405,0.0197371,-0.404832
5.406,0.0193322,-0.407327
5.407,0.0189249,-0.409771
5.408,0.0185151,-0.412164
5.409,0.018103,-0.414505
5.41,0.0176885,-0.416795
5.411,0.0172717,-0.419032
5.412,0.0168526,-0.421217
5.413,0.0164314,-0.423348
5.414,0.0160081,-0.425425
5.415,0.0155827,-0.427447
5.416,0.0151552,-0.429415
5.417,0.0147258,-0.431327
5.418,0.0142945,-0.433183
5.419,0.0138613,-0.434983
5.42,0.0134263,-0.436726
5.421,0.0129896,-0.438412
5.422,0.0125512,-0.440039
5.423,0.0121111,-0.441609
5.424,0.0116695,-0.443119
5.425,0.0112264,-0.444571
5.426,0.0107818,-0.445962
5.427,0.0103359,-0.447294
5.428,0.00988857,-0.448564
5.429,0.00944,-0.449774
5.43,0.00899023,-0.450922
5.431,0.00853931,-0.452008
5.432,0.0080873,-0.453032
5.433,0.00763427,-0.453993
5.434,0.00718027,-0.454891
5.435,0.00672538,-0.455725
5.436,0.00626966,-0.456495
5.437,0.00581316,-0.457201
5.438,0.00535596,-0.457842
5.439,0.00489812,-0.458418
5.44,0.0044397,-0.458928
5.441,0.00398077,-0.459372
5.442,0.0035214,-0.45975
5.443,0.00306165,-0.460062
5.444,0.00260159,-0.460306
5.445,0.00214128,-0.460483
5.446,0.0016808,-0.460593
5.447,0.00122021,-0.460634
5.448,0.000759572,-0.460607
5.449,0.000298965,-0.460512
5.45,-0.000161547,-0.460348
5.451,-0.000621895,-0.460115
5.452,-0.00108201,-0.459813
5.453,-0.00154182,-0.459441
5.454,-0.00200126,-0.458999
5.455,-0.00246026,-0.458487
5.456,-0.00291875,-0.457905
5.457,-0.00337665,-0.457252
5.458,-0.00383391,-0.456528
5.459,-0.00429043,-0.455734
5.46,-0.00474617,-0.454869
5.461,-0.00520104,-0.453932
5.462,-0.00565497,-0.452925
5.463,-0.00610789,-0.451845
5.464,-0.00655974,-0.450694
5.465,-0.00701043,-0.449472
5.466,-0.00745991,-0.448178
5.467,-0.00790808,-0.446811
5.468,-0.00835489,-0.445373
5.469,-0.00880027,-0.443863
5.47,-0.00924413,-0.442281
5.471,-0.00968641,-0.440627
5.472,-0.010127,-0.4389
5.473,-0.0105659,-0.437102
5.474,-0.011003,-0.435232
5.475,-0.0114383,-0.433289
5.476,-0.0118716,-0.431275
5.477,-0.0123028,-0.429189
5.478,-0.012732,-0.427031
5.479,-0.0131591,-0.424802
5.48,-0.0135839,-0.422501
5.481,-0.0140064,-0.420129
5.482,-0.0144265,-0.417685
5.483,-0.0148442,-0.41517
5.484,-0.0152593,-0.412585
5.485,-0.0156719,-0.409928
5.486,-0.0160819,-0.407202
5.487,-0.0164891,-0.404405
5.488,-0.0168935,-0.401538
5.489,-0.017295,-0.398601
5.49,-0.0176936,-0.395595
5.491,-0.0180892,-0.39252
5.492,-0.0184817,-0.389376
5.493,-0.0188711,-0.386164
5.494,-0.0192573,-0.382883
5.495,-0.0196401,-0.379535
5.496,-0.0200197,-0.376119
5.497,-0.0203958,-0.372637
5.498,-0.0207684,-0.369088
5.499,-0.0211375,-0.365474
5.5,-0.021503,-0.361793
5.501,-0.0218648,-0.358048
5.502,-0.0222228,-0.354238
5.503,-0.0225771,-0.350364
5.504,-0.0229274,-0.346427
5.505,-0.0232739,-0.342426
5.506,-0.0236163,-0.338364
5.507,-0.0239547,-0.33424
5.508,-0.0242889,-0.330054
5.509,-0.0246189,-0.325808
5.51,-0.0249448,-0.321502
5.511,-0.0252663,-0.317138
5.512,-0.0255834,-0.312714
5.513,-0.0258961,-0.308233
5.514,-0.0262043,-0.303695
5.515,-0.026508,-0.299101
5.516,-0.0268071,-0.294451
5.517,-0.0271016,-0.289746
5.518,-0.0273913,-0.284987
5.519,-0.0276763,-0.280175
5.52,-0.0279565,-0.275311
5.521,-0.0282318,-0.270395
5.522,-0.0285022,-0.265429
5.523,-0.0287676,-0.260412
5.524,-0.029028,-0.255347
5.525,-0.0292834,-0.250234
5.526,-0.0295336,-0.245074
5.527,-0.0297787,-0.239868
5.528,-0.0300186,-0.234617
5.529,-0.0302532,-0.229321
5.53,-0.0304825,-0.223982
5.531,-0.0307065,-0.218601
5.532,-0.0309251,-0.213179
5.533,-0.0311383,-0.207716
5.534,-0.031346,-0.202215
5.535,-0.0315482,-0.196675
5.536,-0.0317449,-0.191098
5.537,-0.031936,-0.185485
5.538,-0.0321215,-0.179838
5.539,-0.0323013,-0.174156
5.54,-0.0324755,-0.168442
5.541,-0.0326439,-0.162696
5.542,-0.0328066,-0.15692
5.543,-0.0329635,-0.151115
5.544,-0.0331146,-0.145281
5.545,-0.0332599,-0.13942
5.546,-0.0333993,-0.133534
5.547,-0.0335329,-0.127623
5.548,-0.0336605,-0.121688
5.549,-0.0337822,-0.115732
5.55,-0.0338979,-0.109754
5.551,-0.0340077,-0.103756
5.552,-0.0341114,-0.0977399
5.553,-0.0342092,-0.0917062
5.554,-0.0343009,-0.0856563
5.555,-0.0343865,-0.0795915
5.556,-0.0344661,-0.0735129
5.557,-0.0345396,-0.0674218
5.558,-0.034607,-0.0613196
5.559,-0.0346684,-0.0552073
5.56,-0.0347236,-0.0490863
5.561,-0.0347727,-0.0429578
5.562,-0.0348156,-0.0368232
5.563,-0.0348524,-0.0306835
5.564,-0.0348831,-0.0245402
5.565,-0.0349077,-0.0183944
5.566,-0.0349261,-0.0122474
5.567,-0.0349383,-0.00610058
5.568,-0.0349444,4.49397e-05
5.569,-0.0349444,0.00618786
5.57,-0.0349382,0.0123269
5.571,-0.0349258,0.0184608
5.572,-0.0349074,0.0245884
5.573,-0.0348828,0.0307083
5.574,-0.0348521,0.0368194
5.575,-0.0348153,0.0429203
5.576,-0.0347723,0.0490099
5.577,-0.0347233,0.0550869
5.578,-0.0346682,0.0611501
5.579,-0.0346071,0.0671983
5.58,-0.0345399,0.0732301
5.581,-0.0344667,0.0792445
5.582,-0.0343874,0.0852403
5.583,-0.0343022,0.0912161
5.584,-0.034211,0.0971709
5.585,-0.0341138,0.103103
5.586,-0.0340107,0.109012
5.587,-0.0339017,0.114897
5.588,-0.0337868,0.120756
5.589,-0.033666,0.126588
5.59,-0.0335394,0.132391
5.591,-0.033407,0.138166
5.592,-0.0332689,0.14391
5.593,-0.033125,0.149623
5.594,-0.0329753,0.155304
5.595,-0.03282,0.160951
5.596,-0.0326591,0.166563
5.597,-0.0324925,0.17214
5.598,-0.0323204,0.17768
5.599,-0.0321427,0.183182
5.6,-0.0319595,0.188646
5.601,-0.0317709,0.194069
5.602,-0.0315768,0.199452
5.603,-0.0313774,0.204793
5.604,-0.0311726,0.210092
5.605,-0.0309625,0.215346
5.606,-0.0307471,0.220557
5.607,-0.0305266,0.225721
5.608,-0.0303009,0.230839
5.609,-0.03007,0.23591
5.61,-0.0298341,0.240933
5.611,-0.0295932,0.245907
5.612,-0.0293473,0.250831
5.613,-0.0290964,0.255704
5.614,-0.0288407,0.260526
5.615,-0.0285802,0.265295
5.616,-0.0283149,0.270012
5.617,-0.0280449,0.274674
5.618,-0.0277702,0.279282
5.619,-0.0274909,0.283835
5.62,-0.0272071,0.288332
5.621,-0.0269188,0.292772
5.622,-0.026626,0.297154
5.623,-0.0263288,0.301479
5.624,-0.0260274,0.305745
5.625,-0.0257216,0.309952
5.626,-0.0254117,0.314099
5.627,-0.0250976,0.318186
5.628,-0.0247794,0.322212
5.629,-0.0244572,0.326176
5.63,-0.024131,0.330078
5.631,-0.0238009,0.333917
5.632,-0.023467,0.337694
5.633,-0.0231293,0.341407
5.634,-0.0227879,0.345056
5.635,-0.0224428,0.34864
5.636,-0.0220942,0.35216
5.637,-0.021742,0.355614
5.638,-0.0213864,0.359003
5.639,-0.0210274,0.362326
5.64,-0.0206651,0.365582
5.641,-0.0202995,0.368772
5.642,-0.0199308,0.371894
5.643,-0.0195589,0.37495
5.644,-0.0191839,0.377937
5.645,-0.018806,0.380857
5.646,-0.0184251,0.383709
5.647,-0.0180414,0.386493
5.648,-0.0176549,0.389208
5.649,-0.0172657,0.391854
5.65,-0.0168738,0.394431
5.651,-0.0164794,0.396939
5.652,-0.0160825,0.399378
5.653,-0.0156831,0.401748
5.654,-0.0152814,0.404048
5.655,-0.0148773,0.406278
5.656,-0.014471,0.408439
5.657,-0.0140626,0.41053
5.658,-0.0136521,0.412551
5.659,-0.0132395,0.414502
5.66,-0.012825,0.416384
5.661,-0.0124086,0.418196
5.662,-0.0119904,0.419937
5.663,-0.0115705,0.421609
5.664,-0.0111489,0.423211
5.665,-0.0107257,0.424744
5.666,-0.0103009,0.426206
5.667,-0.00987472,0.427599
5.668,-0.00944712,0.428923
5.669,-0.0090182,0.430177
5.67,-0.00858802,0.431361
5.671,-0.00815666,0.432477
5.672,-0.00772418,0.433523
5.673,-0.00729066,0.4345
5.674,-0.00685616,0.435409
5.675,-0.00642075,0.436249
5.676,-0.0059845,0.43702
5.677,-0.00554748,0.437724
5.678,-0.00510976,0.438359
5.679,-0.0046714,0.438927
5.68,-0.00423247,0.439427
5.681,-0.00379304,0.439859
5.682,-0.00335319,0.440225
5.683,-0.00291296,0.440524
5.684,-0.00247244,0.440756
5.685,-0.00203168,0.440922
5.686,-0.00159076,0.441022
5.687,-0.00114974,0.441056
5.688,-0.000708681,0.441025
5.689,-0.000267655,0.440929
5.69,0.000173274,0.440768
5.691,0.000614042,0.440543
5.692,0.00105459,0.440254
5.693,0.00149484,0.439901
5.694,0.00193474,0.439485
5.695,0.00237422,0.439005
5.696,0.00281323,0.438463
5.697,0.00325169,0.437859
5.698,0.00368955,0.437193
5.699,0.00412674,0.436465
5.7,0.00456321,0.435677
5.701,0.00499889,0.434827
5.702,0.00543371,0.433918
5.703,0.00586763,0.432948
5.704,0.00630058,0.431919
5.705,0.0067325,0.430832
5.706,0.00716333,0.429685
5.707,0.00759302,0.428481
5.708,0.0080215,0.427218
5.709,0.00844872,0.425899
5.71,0.00887461,0.424522
5.711,0.00929914,0.42309
5.712,0.00972223,0.421601
5.713,0.0101438,0.420057
5.714,0.0105639,0.418458
5.715,0.0109823,0.416805
5.716,0.0113991,0.415097
5.717,0.0118142,0.413336
5.718,0.0122276,0.411522
5.719,0.0126391,0.409655
5.72,0.0130488,0.407736
5.721,0.0134565,0.405766
5.722,0.0138623,0.403744
5.723,0.014266,0.401672
5.724,0.0146677,0.39955
5.725,0.0150672,0.397378
5.726,0.0154646,0.395157
5.727,0.0158598,0.392887
5.728,0.0162526,0.390569
5.729,0.0166432,0.388203
5.73,0.0170314,0.385791
5.731,0.0174172,0.383331
5.732,0.0178005,0.380826
5.733,0.0181814,0.378275
5.734,0.0185596,0.375679
5.735,0.0189353,0.373038
5.736,0.0193084,0.370353
5.737,0.0196787,0.367625
5.738,0.0200463,0.364853
5.739,0.0204112,0.362039
5.74,0.0207732,0.359183
5.741,0.0211324,0.356286
5.742,0.0214887,0.353347
5.743,0.021842,0.350368
5.744,0.0221924,0.347349
5.745,0.0225398,0.344291
5.746,0.0228841,0.341194
5.747,0.0232252,0.338058
5.748,0.0235633,0.334884
5.749,0.0238982,0.331673
5.75,0.0242299,0.328425
5.751,0.0245583,0.325141
5.752,0.0248834,0.321821
5.753,0.0252052,0.318465
5.754,0.0255237,0.315075
5.755,0.0258388,0.31165
5.756,0.0261504,0.308192
5.757,0.0264586,0.3047
5.758,0.0267633,0.301175
5.759,0.0270645,0.297618
5.76,0.0273621,0.29403
5.761,0.0276562,0.29041
5.762,0.0279466,0.286759
5.763,0.0282333,0.283078
5.764,0.0285164,0.279367
5.765,0.0287958,0.275627
5.766,0.0290714,0.271859
5.767,0.0293433,0.268062
5.768,0.0296113,0.264237
5.769,0.0298756,0.260385
