Time,Position,Speed
1.861,-0.0547348,-0.273382
1.862,-0.0550082,-0.262628
1.863,-0.0552708,-0.251815
1.864,-0.0555226,-0.240946
1.865,-0.0557636,-0.230023
1.866,-0.0559936,-0.219051
1.867,-0.0562126,-0.208029
1.868,-0.0564207,-0.196963
1.869,-0.0566176,-0.185854
1.87,-0.0568035,-0.174704
1.871,-0.0569782,-0.163517
1.872,-0.0571417,-0.152296
1.873,-0.057294,-0.141043
1.874,-0.0574351,-0.12976
1.875,-0.0575648,-0.118451
1.876,-0.0576833,-0.107119
1.877,-0.0577904,-0.0957662
1.878,-0.0578862,-0.0843952
1.879,-0.0579705,-0.0730092
1.88,-0.0580436,-0.0616108
1.881,-0.0581052,-0.050203
1.882,-0.0581554,-0.0387885
1.883,-0.0581942,-0.0273703
1.884,-0.0582215,-0.0159511
1.885,-0.0582375,-0.00453372
1.886,-0.058242,0.0068789
1.887,-0.0582351,0.018284
1.888,-0.0582169,0.0296787
1.889,-0.0581872,0.0410602
1.89,-0.0581461,0.0524258
1.891,-0.0580937,0.0637726
1.892,-0.0580299,0.0750978
1.893,-0.0579548,0.0863987
1.894,-0.0578684,0.0976724
1.895,-0.0577707,0.108916
1.896,-0.0576618,0.120128
1.897,-0.0575417,0.131304
1.898,-0.0574104,0.142442
1.899,-0.057268,0.153539
1.9,-0.0571144,0.164593
1.901,-0.0569498,0.175601
1.902,-0.0567742,0.186561
1.903,-0.0565877,0.19747
1.904,-0.0563902,0.208324
1.905,-0.0561819,0.219123
1.906,-0.0559627,0.229863
1.907,-0.0557329,0.240542
1.908,-0.0554923,0.251157
1.909,-0.0552412,0.261707
1.91,-0.0549795,0.272188
1.911,-0.0547073,0.282598
1.912,-0.0544247,0.292936
1.913,-0.0541318,0.303198
1.914,-0.0538286,0.313383
1.915,-0.0535152,0.323488
1.916,-0.0531917,0.333511
1.917,-0.0528582,0.343451
1.918,-0.0525147,0.353304
1.919,-0.0521614,0.36307
1.92,-0.0517983,0.372745
1.921,-0.0514256,0.382329
1.922,-0.0510433,0.391819
1.923,-0.0506515,0.401213
1.924,-0.0502502,0.41051
1.925,-0.0498397,0.419708
1.926,-0.04942,0.428805
1.927,-0.0489912,0.437799
1.928,-0.0485534,0.446689
1.929,-0.0481067,0.455473
1.93,-0.0476513,0.464149
1.931,-0.0471871,0.472717
1.932,-0.0467144,0.481174
1.933,-0.0462332,0.48952
1.934,-0.0457437,0.497753
1.935,-0.0452459,0.505871
1.936,-0.0447401,0.513874
1.937,-0.0442262,0.52176
1.938,-0.0437044,0.529528
1.939,-0.0431749,0.537177
1.94,-0.0426377,0.544706
1.941,-0.042093,0.552113
1.942,-0.0415409,0.559399
1.943,-0.0409815,0.566561
1.944,-0.040415,0.5736
1.945,-0.0398414,0.580513
1.946,-0.0392608,0.587301
1.947,-0.0386735,0.593963
1.948,-0.0380796,0.600498
1.949,-0.0374791,0.606905
1.95,-0.0368722,0.613184
1.951,-0.036259,0.619335
1.952,-0.0356397,0.625356
1.953,-0.0350143,0.631247
1.954,-0.0343831,0.637008
1.955,-0.033746,0.642638
1.956,-0.0331034,0.648138
1.957,-0.0324553,0.653506
1.958,-0.0318018,0.658743
1.959,-0.031143,0.663848
1.96,-0.0304792,0.668822
1.961,-0.0298104,0.673663
1.962,-0.0291367,0.678373
1.963,-0.0284583,0.68295
1.964,-0.0277754,0.687395
1.965,-0.027088,0.691708
1.966,-0.0263963,0.695889
1.967,-0.0257004,0.699939
1.968,-0.0250004,0.703856
1.969,-0.0242966,0.707642
1.97,-0.0235889,0.711296
1.971,-0.0228776,0.714819
1.972,-0.0221628,0.718212
1.973,-0.0214446,0.721473
1.974,-0.0207231,0.724605
1.975,-0.0199985,0.727606
1.976,-0.0192709,0.730478
1.977,-0.0185404,0.733221
1.978,-0.0178072,0.735835
1.979,-0.0170714,0.738321
1.98,-0.0163331,0.740679
1.981,-0.0155924,0.74291
1.982,-0.0148495,0.745015
1.983,-0.0141045,0.746993
1.984,-0.0133575,0.748847
1.985,-0.0126086,0.750575
1.986,-0.0118581,0.752179
1.987,-0.0111059,0.75366
1.988,-0.0103522,0.755018
1.989,-0.00959719,0.756255
1.99,-0.00884094,0.757369
1.991,-0.00808357,0.758364
1.992,-0.00732521,0.759238
1.993,-0.00656597,0.759994
1.994,-0.00580597,0.760631
1.995,-0.00504534,0.761152
1.996,-0.00428419,0.761555
1.997,-0.00352263,0.761843
1.998,-0.00276079,0.762017
1.999,-0.00199877,0.762076
2,-0.0012367,0.762023
2.001,-0.000474676,0.761857
2.002,0.000287181,0.76158
2.003,0.00104876,0.761194
2.004,0.00180996,0.760697
2.005,0.00257065,0.760093
2.006,0.00333075,0.759381
2.007,0.00409013,0.758563
2.008,0.00484869,0.757639
2.009,0.00560633,0.756611
2.01,0.00636294,0.75548
2.011,0.00711842,0.754246
2.012,0.00787266,0.75291
2.013,0.00862558,0.751475
2.014,0.00937705,0.749939
2.015,0.010127,0.748306
2.016,0.0108753,0.746575
2.017,0.0116219,0.744748
2.018,0.0123666,0.742825
2.019,0.0131094,0.740809
2.02,0.0138503,0.738699
2.021,0.014589,0.736497
2.022,0.0153254,0.734203
2.023,0.0160597,0.73182
2.024,0.0167915,0.729347
2.025,0.0175208,0.726787
2.026,0.0182476,0.724139
2.027,0.0189717,0.721406
2.028,0.0196932,0.718587
2.029,0.0204117,0.715685
2.03,0.0211274,0.7127
2.031,0.0218401,0.709633
2.032,0.0225498,0.706485
2.033,0.0232562,0.703258
2.034,0.0239595,0.699951
2.035,0.0246595,0.696567
2.036,0.025356,0.693107
2.037,0.0260491,0.68957
2.038,0.0267387,0.685959
2.039,0.0274247,0.682274
2.04,0.0281069,0.678517
2.041,0.0287854,0.674687
2.042,0.0294601,0.670788
2.043,0.0301309,0.666818
2.044,0.0307977,0.66278
2.045,0.0314605,0.658673
2.046,0.0321192,0.654501
2.047,0.0327737,0.650262
2.048,0.033424,0.645958
2.049,0.0340699,0.641591
2.05,0.0347115,0.63716
2.051,0.0353487,0.632667
2.052,0.0359813,0.628114
2.053,0.0366094,0.6235
2.054,0.0372329,0.618827
2.055,0.0378518,0.614095
2.056,0.0384659,0.609306
2.057,0.0390752,0.604461
2.058,0.0396796,0.59956
2.059,0.0402792,0.594604
2.06,0.0408738,0.589594
2.061,0.0414634,0.584531
2.062,0.0420479,0.579416
2.063,0.0426273,0.57425
2.064,0.0432016,0.569033
2.065,0.0437706,0.563766
2.066,0.0443344,0.558451
2.067,0.0448928,0.553088
2.068,0.0454459,0.547677
2.069,0.0459936,0.542221
2.07,0.0465358,0.536718
2.071,0.0470725,0.531171
2.072,0.0476037,0.52558
2.073,0.0481293,0.519946
2.074,0.0486492,0.514269
2.075,0.0491635,0.508551
2.076,0.0496721,0.502792
2.077,0.0501748,0.496993
2.078,0.0506718,0.491154
2.079,0.051163,0.485277
2.08,0.0516483,0.479362
2.081,0.0521276,0.473409
2.082,0.052601,0.46742
2.083,0.0530685,0.461395
2.084,0.0535299,0.455336
2.085,0.0539852,0.449241
2.086,0.0544344,0.443113
2.087,0.0548775,0.436952
2.088,0.0553145,0.430759
2.089,0.0557453,0.424534
2.09,0.0561698,0.418278
2.091,0.0565881,0.411992
2.092,0.0570001,0.405676
2.093,0.0574057,0.39933
2.094,0.0578051,0.392957
2.095,0.058198,0.386555
2.096,0.0585846,0.380127
2.097,0.0589647,0.373671
2.098,0.0593384,0.36719
2.099,0.0597056,0.360683
2.1,0.0600663,0.354152
2.101,0.0604204,0.347596
2.102,0.060768,0.341017
2.103,0.061109,0.334415
2.104,0.0614434,0.32779
2.105,0.0617712,0.321143
2.106,0.0620924,0.314475
2.107,0.0624068,0.307786
2.108,0.0627146,0.301078
2.109,0.0630157,0.294349
2.11,0.0633101,0.287601
2.111,0.0635977,0.280835
2.112,0.0638785,0.274051
2.113,0.0641525,0.267249
2.114,0.0644198,0.26043
2.115,0.0646802,0.253595
2.116,0.0649338,0.246743
2.117,0.0651806,0.239877
2.118,0.0654204,0.232995
2.119,0.0656534,0.226099
2.12,0.0658795,0.219189
2.121,0.0660987,0.212266
2.122,0.066311,0.20533
2.123,0.0665163,0.198381
2.124,0.0667147,0.19142
2.125,0.0669061,0.184448
2.126,0.0670906,0.177465
2.127,0.067268,0.170471
2.128,0.0674385,0.163468
2.129,0.067602,0.156455
2.13,0.0677584,0.149432
2.131,0.0679079,0.142401
2.132,0.0680503,0.135362
2.133,0.0681856,0.128316
2.134,0.0683139,0.121262
2.135,0.0684352,0.114201
2.136,0.0685494,0.107134
2.137,0.0686565,0.100061
2.138,0.0687566,0.0929833
2.139,0.0688496,0.0859001
2.14,0.0689355,0.0788125
2.141,0.0690143,0.0717209
2.142,0.069086,0.0646257
2.143,0.0691506,0.0575273
2.144,0.0692082,0.0504263
2.145,0.0692586,0.043323
2.146,0.0693019,0.0362179
2.147,0.0693381,0.0291115
2.148,0.0693672,0.0220042
2.149,0.0693892,0.0148964
2.15,0.0694041,0.00778858
2.151,0.0694119,0.000681212
2.152,0.0694126,-0.00642529
2.153,0.0694062,-0.0135305
2.154,0.0693927,-0.0206339
2.155,0.069372,-0.0277351
2.156,0.0693443,-0.0348336
2.157,0.0693095,-0.0419291
2.158,0.0692675,-0.049021
2.159,0.0692185,-0.0561088
2.16,0.0691624,-0.0631923
2.161,0.0690992,-0.0702708
2.162,0.0690289,-0.077344
2.163,0.0689516,-0.0844114
2.164,0.0688672,-0.0914725
2.165,0.0687757,-0.0985269
2.166,0.0686772,-0.105574
2.167,0.0685716,-0.112614
2.168,0.068459,-0.119645
2.169,0.0683393,-0.126668
2.17,0.0682127,-0.133682
2.171,0.068079,-0.140687
2.172,0.0679383,-0.147681
2.173,0.0677906,-0.154665
2.174,0.067636,-0.161638
2.175,0.0674743,-0.1686
2.176,0.0673057,-0.17555
2.177,0.0671302,-0.182487
2.178,0.0669477,-0.189412
2.179,0.0667583,-0.196323
2.18,0.0665619,-0.203221
2.181,0.0663587,-0.210104
2.182,0.0661486,-0.216972
2.183,0.0659317,-0.223825
2.184,0.0657078,-0.230663
2.185,0.0654772,-0.237483
2.186,0.0652397,-0.244287
2.187,0.0649954,-0.251074
2.188,0.0647443,-0.257843
2.189,0.0644865,-0.264593
2.19,0.0642219,-0.271324
2.191,0.0639506,-0.278036
2.192,0.0636725,-0.284727
2.193,0.0633878,-0.291399
2.194,0.0630964,-0.298048
2.195,0.0627983,-0.304677
2.196,0.0624937,-0.311283
2.197,0.0621824,-0.317866
2.198,0.0618645,-0.324426
2.199,0.0615401,-0.330961
2.2,0.0612091,-0.337472
2.201,0.0608717,-0.343958
2.202,0.0605277,-0.350419
2.203,0.0601773,-0.356853
2.204,0.0598204,-0.36326
2.205,0.0594572,-0.369639
2.206,0.0590875,-0.37599
2.207,0.0587115,-0.382313
2.208,0.0583292,-0.388606
2.209,0.0579406,-0.394869
2.21,0.0575458,-0.401101
2.211,0.0571447,-0.407302
2.212,0.0567374,-0.413471
2.213,0.0563239,-0.419607
2.214,0.0559043,-0.42571
2.215,0.0554786,-0.431779
2.216,0.0550468,-0.437814
2.217,0.054609,-0.443813
2.218,0.0541652,-0.449776
2.219,0.0537154,-0.455702
2.22,0.0532597,-0.461591
2.221,0.0527981,-0.467441
2.222,0.0523307,-0.473253
2.223,0.0518574,-0.479025
2.224,0.0513784,-0.484757
2.225,0.0508936,-0.490448
2.226,0.0504032,-0.496097
2.227,0.0499071,-0.501703
2.228,0.0494054,-0.507267
2.229,0.0488981,-0.512786
2.23,0.0483853,-0.51826
2.231,0.0478671,-0.523688
2.232,0.0473434,-0.529071
2.233,0.0468143,-0.534406
2.234,0.0462799,-0.539693
2.235,0.0457402,-0.544931
2.236,0.0451953,-0.55012
2.237,0.0446451,-0.555258
2.238,0.0440899,-0.560345
2.239,0.0435295,-0.56538
2.24,0.0429642,-0.570362
2.241,0.0423938,-0.57529
2.242,0.0418185,-0.580163
2.243,0.0412384,-0.584981
2.244,0.0406534,-0.589743
2.245,0.0400636,-0.594448
2.246,0.0394692,-0.599094
2.247,0.0388701,-0.603682
2.248,0.0382664,-0.608209
2.249,0.0376582,-0.612676
2.25,0.0370455,-0.617082
2.251,0.0364284,-0.621424
2.252,0.035807,-0.625704
2.253,0.0351813,-0.629919
2.254,0.0345514,-0.634068
2.255,0.0339173,-0.638152
2.256,0.0332792,-0.642168
2.257,0.032637,-0.646117
2.258,0.0319909,-0.649996
2.259,0.0313409,-0.653806
2.26,0.0306871,-0.657544
2.261,0.0300295,-0.661211
2.262,0.0293683,-0.664805
2.263,0.0287035,-0.668325
2.264,0.0280352,-0.671771
2.265,0.0273634,-0.675141
2.266,0.0266883,-0.678434
2.267,0.0260099,-0.68165
2.268,0.0253282,-0.684787
2.269,0.0246434,-0.687845
2.27,0.0239556,-0.690822
2.271,0.0232647,-0.693718
2.272,0.022571,-0.696532
2.273,0.0218745,-0.699262
2.274,0.0211752,-0.701907
2.275,0.0204733,-0.704468
2.276,0.0197689,-0.706942
2.277,0.0190619,-0.709329
2.278,0.0183526,-0.711628
2.279,0.017641,-0.713838
2.28,0.0169271,-0.715957
2.281,0.0162112,-0.717986
2.282,0.0154932,-0.719922
2.283,0.0147733,-0.721766
2.284,0.0140515,-0.723515
2.285,0.013328,-0.72517
2.286,0.0126028,-0.726729
2.287,0.0118761,-0.728191
2.288,0.0111479,-0.729555
2.289,0.0104183,-0.730821
2.29,0.00968751,-0.731988
2.291,0.00895552,-0.733054
2.292,0.00822247,-0.734019
2.293,0.00748845,-0.734881
2.294,0.00675357,-0.735641
2.295,0.00601793,-0.736296
2.296,0.00528163,-0.736847
2.297,0.00454479,-0.737292
2.298,0.00380749,-0.737631
2.299,0.00306986,-0.737863
2.3,0.002332,-0.737986
2.301,0.00159401,-0.738001
2.302,0.000856012,-0.737906
2.303,0.000118106,-0.7377
2.304,-0.000619594,-0.737384
2.305,-0.00135698,-0.736955
2.306,-0.00209393,-0.736414
2.307,-0.00283035,-0.735759
2.308,-0.00356611,-0.73499
2.309,-0.0043011,-0.734107
2.31,-0.0050352,-0.733108
2.311,-0.00576831,-0.731993
2.312,-0.0065003,-0.730762
2.313,-0.00723107,-0.729413
2.314,-0.00796048,-0.727947
2.315,-0.00868843,-0.726363
2.316,-0.00941479,-0.724659
2.317,-0.0101394,-0.722836
2.318,-0.0108623,-0.720894
2.319,-0.0115832,-0.718831
2.32,-0.012302,-0.716647
2.321,-0.0130187,-0.714342
2.322,-0.013733,-0.711916
2.323,-0.0144449,-0.709368
2.324,-0.0151543,-0.706698
2.325,-0.015861,-0.703906
2.326,-0.0165649,-0.70099
2.327,-0.0172659,-0.697952
2.328,-0.0179638,-0.694791
2.329,-0.0186586,-0.691506
2.33,-0.0193501,-0.688098
2.331,-0.0200382,-0.684566
2.332,-0.0207228,-0.680911
2.333,-0.0214037,-0.677132
2.334,-0.0220808,-0.673229
2.335,-0.0227541,-0.669203
2.336,-0.0234233,-0.665053
2.337,-0.0240883,-0.66078
2.338,-0.0247491,-0.656383
2.339,-0.0254055,-0.651863
2.34,-0.0260573,-0.64722
2.341,-0.0267046,-0.642454
2.342,-0.027347,-0.637566
2.343,-0.0279846,-0.632556
2.344,-0.0286171,-0.627423
2.345,-0.0292446,-0.62217
2.346,-0.0298667,-0.616795
2.347,-0.0304835,-0.6113
2.348,-0.0310948,-0.605685
2.349,-0.0317005,-0.599951
2.35,-0.0323005,-0.594097
2.351,-0.0328946,-0.588126
2.352,-0.0334827,-0.582037
2.353,-0.0340647,-0.575831
2.354,-0.0346406,-0.569509
2.355,-0.0352101,-0.563072
2.356,-0.0357731,-0.55652
2.357,-0.0363297,-0.549855
2.358,-0.0368795,-0.543078
2.359,-0.0374226,-0.536188
2.36,-0.0379588,-0.529189
2.361,-0.038488,-0.522079
2.362,-0.03901,-0.514861
2.363,-0.0395249,-0.507536
2.364,-0.0400324,-0.500105
2.365,-0.0405325,-0.492569
2.366,-0.0410251,-0.484929
2.367,-0.04151,-0.477186
2.368,-0.0419872,-0.469343
2.369,-0.0424566,-0.4614
2.37,-0.042918,-0.453359
2.371,-0.0433713,-0.445221
2.372,-0.0438166,-0.436988
2.373,-0.0442535,-0.428662
2.374,-0.0446822,-0.420243
2.375,-0.0451024,-0.411734
2.376,-0.0455142,-0.403136
2.377,-0.0459173,-0.394451
2.378,-0.0463118,-0.38568
2.379,-0.0466974,-0.376826
2.38,-0.0470743,-0.36789
2.381,-0.0474422,-0.358874
2.382,-0.047801,-0.34978
2.383,-0.0481508,-0.34061
2.384,-0.0484914,-0.331366
2.385,-0.0488228,-0.32205
2.386,-0.0491448,-0.312663
2.387,-0.0494575,-0.303208
2.388,-0.0497607,-0.293687
2.389,-0.0500544,-0.284103
2.39,-0.0503385,-0.274456
2.391,-0.050613,-0.26475
2.392,-0.0508777,-0.254986
2.393,-0.0511327,-0.245167
2.394,-0.0513779,-0.235295
2.395,-0.0516132,-0.225372
2.396,-0.0518385,-0.215401
2.397,-0.0520539,-0.205383
2.398,-0.0522593,-0.195322
2.399,-0.0524546,-0.185219
2.4,-0.0526399,-0.175077
2.401,-0.0528149,-0.164898
2.402,-0.0529798,-0.154685
2.403,-0.0531345,-0.14444
2.404,-0.053279,-0.134166
2.405,-0.0534131,-0.123864
2.406,-0.053537,-0.113538
2.407,-0.0536505,-0.10319
2.408,-0.0537537,-0.0928225
2.409,-0.0538465,-0.0824375
2.41,-0.053929,-0.0720379
2.411,-0.054001,-0.0616262
2.412,-0.0540626,-0.0512047
2.413,-0.0541138,-0.0407762
2.414,-0.0541546,-0.030343
2.415,-0.054185,-0.0199076
2.416,-0.0542049,-0.00947266
2.417,-0.0542143,0.000959415
2.418,-0.0542134,0.0113861
2.419,-0.054202,0.0218049
2.42,-0.0541802,0.0322133
2.421,-0.054148,0.0426088
2.422,-0.0541054,0.0529889
2.423,-0.0540524,0.0633512
2.424,-0.053989,0.0736932
2.425,-0.0539153,0.0840124
2.426,-0.0538313,0.0943064
2.427,-0.053737,0.104573
2.428,-0.0536324,0.114809
2.429,-0.0535176,0.125013
2.43,-0.0533926,0.135182
2.431,-0.0532574,0.145314
2.432,-0.0531121,0.155406
2.433,-0.0529567,0.165457
2.434,-0.0527913,0.175463
2.435,-0.0526158,0.185423
2.436,-0.0524304,0.195334
2.437,-0.052235,0.205195
2.438,-0.0520298,0.215002
2.439,-0.0518148,0.224754
2.44,-0.0515901,0.234448
2.441,-0.0513556,0.244083
2.442,-0.0511116,0.253656
2.443,-0.0508579,0.263165
2.444,-0.0505947,0.272609
2.445,-0.0503221,0.281984
2.446,-0.0500401,0.29129
2.447,-0.0497489,0.300524
2.448,-0.0494483,0.309685
2.449,-0.0491386,0.31877
2.45,-0.0488199,0.327777
2.451,-0.0484921,0.336705
2.452,-0.0481554,0.345553
2.453,-0.0478098,0.354317
2.454,-0.0474555,0.362998
2.455,-0.0470925,0.371592
2.456,-0.0467209,0.380098
2.457,-0.0463408,0.388516
2.458,-0.0459523,0.396842
2.459,-0.0455555,0.405076
2.46,-0.0451504,0.413216
2.461,-0.0447372,0.421261
2.462,-0.0443159,0.42921
2.463,-0.0438867,0.43706
2.464,-0.0434497,0.444811
2.465,-0.0430048,0.452462
2.466,-0.0425524,0.460011
2.467,-0.0420924,0.467457
2.468,-0.0416249,0.474798
2.469,-0.0411501,0.482035
2.47,-0.0406681,0.489165
2.471,-0.0401789,0.496188
2.472,-0.0396827,0.503102
2.473,-0.0391796,0.509908
2.474,-0.0386697,0.516603
2.475,-0.0381531,0.523187
2.476,-0.0376299,0.529659
2.477,-0.0371003,0.536019
2.478,-0.0365643,0.542265
2.479,-0.036022,0.548398
2.48,-0.0354736,0.554415
2.481,-0.0349192,0.560318
2.482,-0.0343589,0.566104
2.483,-0.0337928,0.571774
2.484,-0.033221,0.577327
2.485,-0.0326437,0.582762
2.486,-0.0320609,0.58808
2.487,-0.0314728,0.593279
2.488,-0.0308795,0.59836
2.489,-0.0302812,0.603322
2.49,-0.0296778,0.608164
2.491,-0.0290697,0.612887
2.492,-0.0284568,0.617491
2.493,-0.0278393,0.621975
2.494,-0.0272173,0.626339
2.495,-0.026591,0.630582
2.496,-0.0259604,0.634706
2.497,-0.0253257,0.63871
2.498,-0.024687,0.642593
2.499,-0.0240444,0.646356
2.5,-0.023398,0.649999
2.501,-0.022748,0.653523
2.502,-0.0220945,0.656926
2.503,-0.0214376,0.66021
2.504,-0.0207774,0.663374
2.505,-0.020114,0.666419
2.506,-0.0194476,0.669345
2.507,-0.0187783,0.672152
2.508,-0.0181061,0.67484
2.509,-0.0174313,0.677411
2.51,-0.0167538,0.679864
2.511,-0.016074,0.682199
2.512,-0.0153918,0.684417
2.513,-0.0147074,0.686519
2.514,-0.0140209,0.688504
2.515,-0.0133323,0.690374
2.516,-0.012642,0.692128
2.517,-0.0119498,0.693768
2.518,-0.0112561,0.695293
2.519,-0.0105608,0.696706
2.52,-0.00986408,0.698004
2.521,-0.00916607,0.699191
2.522,-0.00846688,0.700266
2.523,-0.00776662,0.701229
2.524,-0.00706539,0.702082
2.525,-0.00636331,0.702825
2.526,-0.00566048,0.703459
2.527,-0.00495702,0.703984
2.528,-0.00425304,0.704402
2.529,-0.00354864,0.704712
2.53,-0.00284392,0.704916
2.531,-0.00213901,0.705015
2.532,-0.00143399,0.705008
2.533,-0.000728984,0.704898
2.534,-2.40855e-05,0.704684
2.535,0.000680599,0.704368
2.536,0.00138497,0.703951
2.537,0.00208892,0.703432
2.538,0.00279235,0.702813
2.539,0.00349516,0.702095
2.54,0.00419726,0.701279
2.541,0.00489854,0.700366
2.542,0.0055989,0.699356
2.543,0.00629826,0.69825
2.544,0.00699651,0.697049
2.545,0.00769356,0.695754
2.546,0.00838931,0.694366
2.547,0.00908368,0.692886
2.548,0.00977656,0.691315
2.549,0.0104679,0.689653
2.55,0.0111575,0.687902
2.551,0.0118454,0.686062
2.552,0.0125315,0.684134
2.553,0.0132156,0.68212
2.554,0.0138977,0.68002
2.555,0.0145778,0.677835
2.556,0.0152556,0.675566
2.557,0.0159312,0.673213
2.558,0.0166044,0.670779
2.559,0.0172752,0.668264
2.56,0.0179434,0.665668
2.561,0.0186091,0.662992
2.562,0.0192721,0.660239
2.563,0.0199323,0.657408
2.564,0.0205897,0.6545
2.565,0.0212442,0.651516
2.566,0.0218957,0.648458
2.567,0.0225442,0.645326
2.568,0.0231895,0.64212
2.569,0.0238316,0.638843
2.57,0.0244705,0.635495
2.571,0.025106,0.632077
2.572,0.0257381,0.628589
2.573,0.0263667,0.625033
2.574,0.0269917,0.621409
2.575,0.0276131,0.617719
2.576,0.0282308,0.613963
2.577,0.0288448,0.610142
2.578,0.0294549,0.606257
2.579,0.0300612,0.602309
2.58,0.0306635,0.598299
2.581,0.0312618,0.594228
2.582,0.031856,0.590096
2.583,0.0324461,0.585904
2.584,0.033032,0.581654
2.585,0.0336137,0.577346
2.586,0.034191,0.572981
2.587,0.034764,0.56856
2.588,0.0353326,0.564083
2.589,0.0358966,0.559552
2.59,0.0364562,0.554968
2.591,0.0370112,0.55033
2.592,0.0375615,0.54564
2.593,0.0381071,0.540899
2.594,0.038648,0.536108
2.595,0.0391841,0.531267
2.596,0.0397154,0.526377
2.597,0.0402418,0.521439
2.598,0.0407632,0.516453
2.599,0.0412797,0.511422
2.6,0.0417911,0.506344
2.601,0.0422974,0.501221
2.602,0.0427987,0.496055
2.603,0.0432947,0.490844
2.604,0.0437856,0.485591
2.605,0.0442711,0.480296
2.606,0.0447514,0.47496
2.607,0.0452264,0.469583
2.608,0.045696,0.464166
2.609,0.0461602,0.45871
2.61,0.0466189,0.453216
2.611,0.0470721,0.447684
2.612,0.0475198,0.442115
2.613,0.0479619,0.43651
2.614,0.0483984,0.430869
2.615,0.0488293,0.425193
2.616,0.0492544,0.419483
2.617,0.0496739,0.413739
2.618,0.0500877,0.407963
2.619,0.0504956,0.402154
2.62,0.0508978,0.396313
2.621,0.0512941,0.390441
2.622,0.0516845,0.384539
2.623,0.0520691,0.378607
2.624,0.0524477,0.372646
2.625,0.0528203,0.366657
2.626,0.053187,0.36064
2.627,0.0535476,0.354595
2.628,0.0539022,0.348524
2.629,0.0542508,0.342427
2.63,0.0545932,0.336304
2.631,0.0549295,0.330156
2.632,0.0552596,0.323984
2.633,0.0555836,0.317789
2.634,0.0559014,0.31157
2.635,0.056213,0.305329
2.636,0.0565183,0.299065
2.637,0.0568174,0.292781
2.638,0.0571102,0.286475
2.639,0.0573966,0.280149
2.64,0.0576768,0.273803
2.641,0.0579506,0.267438
2.642,0.058218,0.261055
2.643,0.0584791,0.254653
2.644,0.0587337,0.248234
2.645,0.058982,0.241797
2.646,0.0592238,0.235344
2.647,0.0594591,0.228875
2.648,0.059688,0.222391
2.649,0.0599104,0.215891
2.65,0.0601263,0.209377
2.651,0.0603356,0.202849
2.652,0.0605385,0.196308
2.653,0.0607348,0.189753
2.654,0.0609245,0.183186
2.655,0.0611077,0.176607
2.656,0.0612843,0.170017
2.657,0.0614544,0.163416
2.658,0.0616178,0.156804
2.659,0.0617746,0.150182
2.66,0.0619248,0.14355
2.661,0.0620683,0.13691
2.662,0.0622052,0.130261
2.663,0.0623355,0.123604
2.664,0.0624591,0.116939
2.665,0.062576,0.110267
2.666,0.0626863,0.103589
2.667,0.0627899,0.0969039
2.668,0.0628868,0.0902134
2.669,0.062977,0.0835177
2.67,0.0630605,0.0768172
2.671,0.0631373,0.0701123
2.672,0.0632074,0.0634036
2.673,0.0632708,0.0566915
2.674,0.0633275,0.0499765
2.675,0.0633775,0.0432589
2.676,0.0634208,0.0365394
2.677,0.0634573,0.0298183
2.678,0.0634871,0.0230962
2.679,0.0635102,0.0163734
2.68,0.0635266,0.00965039
2.681,0.0635363,0.0029277
2.682,0.0635392,-0.00379423
2.683,0.0635354,-0.010515
2.684,0.0635249,-0.017234
2.685,0.0635076,-0.0239509
2.686,0.0634837,-0.0306653
2.687,0.063453,-0.0373766
2.688,0.0634156,-0.0440843
2.689,0.0633716,-0.0507881
2.69,0.0633208,-0.0574875
2.691,0.0632633,-0.064182
2.692,0.0631991,-0.070871
2.693,0.0631282,-0.0775543
2.694,0.0630507,-0.0842312
2.695,0.0629664,-0.0909014
2.696,0.0628755,-0.0975643
2.697,0.062778,-0.10422
2.698,0.0626738,-0.110867
2.699,0.0625629,-0.117505
2.7,0.0624454,-0.124134
2.701,0.0623213,-0.130754
2.702,0.0621905,-0.137363
2.703,0.0620531,-0.143962
2.704,0.0619092,-0.15055
2.705,0.0617586,-0.157126
2.706,0.0616015,-0.16369
2.707,0.0614378,-0.170242
2.708,0.0612676,-0.17678
2.709,0.0610908,-0.183306
2.71,0.0609075,-0.189817
2.711,0.0607177,-0.196313
2.712,0.0605214,-0.202794
2.713,0.0603186,-0.20926
2.714,0.0601093,-0.21571
2.715,0.0598936,-0.222143
2.716,0.0596714,-0.228559
2.717,0.0594429,-0.234957
2.718,0.0592079,-0.241338
2.719,0.0589666,-0.247699
2.72,0.0587189,-0.254041
2.721,0.0584649,-0.260364
2.722,0.0582045,-0.266666
2.723,0.0579378,-0.272947
2.724,0.0576649,-0.279207
2.725,0.0573857,-0.285445
2.726,0.0571002,-0.29166
2.727,0.0568086,-0.297852
2.728,0.0565107,-0.30402
2.729,0.0562067,-0.310165
2.73,0.0558965,-0.316284
2.731,0.0555802,-0.322378
2.732,0.0552579,-0.328446
2.733,0.0549294,-0.334488
2.734,0.0545949,-0.340502
2.735,0.0542544,-0.346488
2.736,0.0539079,-0.352446
2.737,0.0535555,-0.358376
2.738,0.0531971,-0.364275
2.739,0.0528328,-0.370144
2.74,0.0524627,-0.375983
2.741,0.0520867,-0.381789
2.742,0.0517049,-0.387564
2.743,0.0513174,-0.393306
