Time,Position,Speed
0.129,0.04142523051458234,-0.8168293966468493,
0.13,0.04060840111793549,-0.820119636475455,
0.131,0.03978828148146003,-0.8233330027250924,
0.132,0.03896494847873494,-0.826468671025215,
0.133,0.03813847980770972,-0.8295258173602769,
0.134,0.03730895399034945,-0.8325036183405445,
0.135,0.0364764503720089,-0.8354012514794551,
0.136,0.03564104912052945,-0.8382178954775039,
0.137,0.03480283122505194,-0.8409527305126426,
0.138,0.0339618784945393,-0.8436049385371623,
0.139,0.03311827355600214,-0.8461737035810292,
0.14,0.032272099852421104,-0.8486582120616345,
0.14100000000000001,0.03142344164035947,-0.8510576530999144,
0.14200000000000002,0.030572383987259557,-0.8533712188427875,
0.14300000000000002,0.02971901276841677,-0.855598104791852,
0.14400000000000002,0.02886341466362492,-0.8577375101382774,
0.145,0.028005677153486643,-0.8597886381038177,
0.146,0.027145888515382827,-0.8617506962878673,
0.147,0.026284137819094958,-0.8636228970204712,
0.148,0.025420514922074488,-0.865404457721196,
0.149,0.024555110464353293,-0.867094601263758,
0.15,0.023688015863089537,-0.8686925563463,
0.151,0.022819323306743237,-0.8701975578671971,
0.152,0.02194912574887604,-0.8716088473062662,
0.153,0.021077516901569775,-0.8729256731112449,
0.154,0.02020459122845853,-0.8741472910893975,
0.155,0.019330443937369133,-0.8752729648040967,
0.156,0.018455170972565035,-0.8763019659762229,
0.157,0.017578869006588813,-0.877233574890213,
0.158,0.0167016354316986,-0.8780670808045826,
0.159,0.01582356835089402,-0.8788017823667376,
0.16,0.01494476656852728,-0.8794369880318806,
0.161,0.0140653295804954,-0.8799720164858134,
0.162,0.013185357564009586,-0.8804061970714206,
0.163,0.012304951366938165,-0.8807388702186204,
0.164,0.011424212496719545,-0.8809693878775503,
0.165,0.010543243108841995,-0.881097113954755,
0.166,0.00966214599488724,-0.8811214247521298,
0.167,0.008781024570135111,-0.8810417094083669,
0.168,0.007899982860726745,-0.8808573703426416,
0.169,0.007019125490384103,-0.8805678237002703,
0.17,0.006138557666683833,-0.8801724998000607,
0.171,0.005258385166883772,-0.8796708435830662,
0.17200000000000001,0.004378714323300706,-0.8790623150624521,
0.17300000000000001,0.003499652008238254,-0.8783463897741695,
0.17400000000000002,0.0026213056184640846,-0.8775225592281259,
0.17500000000000002,0.0017437830592359586,-0.8765903313595365,
0.176,0.0008671927278764221,-0.875549230980127,
0.177,-8.356503103704909e-06,-0.8743988002288587,
0.178,-0.0008827553033325636,-0.8731385990218328,
0.179,-0.0017558939023543964,-0.8717682055010291,
0.18,-0.0026276621078554253,-0.8702872164815244,
0.181,-0.00349794932433695,-0.8686952478968318,
0.182,-0.0043666445722337814,-0.8669919352419933,
0.183,-0.005233636507475775,-0.8651769340140555,
0.184,-0.006098813441489831,-0.8632499201495516,
0.185,-0.006962063361639383,-0.8612105904586049,
0.186,-0.007823273952097988,-0.8590586630552692,
0.187,-0.008682332615153257,-0.8567938777837129,
0.188,-0.009539126492936971,-0.8544159966398513,
0.189,-0.010393542489576822,-0.8519248041880287,
0.19,-0.011245467293764851,-0.8493201079723446,
0.191,-0.012094787401737197,-0.8466017389222213,
0.192,-0.012941389140659417,-0.8437695517518038,
0.193,-0.01378515869241122,-0.8408234253527792,
0.194,-0.014625982117764,-0.8377632631802077,
0.195,-0.015463745380944208,-0.8345889936309485,
0.196,-0.016298334374575157,-0.8313005704142695,
0.197,-0.017129634944989425,-0.8278979729142248,
0.198,-0.01795753291790365,-0.824381206543388,
0.199,-0.01878191412444704,-0.8207503030875272,
0.2,-0.019602664427534566,-0.8170053210408121,
0.201,-0.020419669748575377,-0.8131463459311418,
0.202,-0.02123281609450652,-0.8091734906351873,
0.203,-0.022041989585141707,-0.8050868956827449,
0.20400000000000001,-0.02284707648082445,-0.8008867295499996,
0.20500000000000002,-0.02364796321037445,-0.7965731889413016,
0.20600000000000002,-0.024444536399315753,-0.7921464990590654,
0.20700000000000002,-0.02523668289837482,-0.7876069138614047,
0.20800000000000002,-0.026024289812236222,-0.7829547163071212,
0.209,-0.026807244528543342,-0.7781902185876752,
0.21,-0.027585434747131016,-0.7733137623457691,
0.211,-0.028358748509476783,-0.7683257188801846,
0.212,-0.029127074228356968,-0.7632264893365228,
0.213,-0.02989030071769349,-0.7580165048835027,
0.214,-0.030648317222576993,-0.7526962268744868,
0.215,-0.03140101344945148,-0.7472661469939075,
0.216,-0.03214827959644539,-0.7417267873882833,
0.217,-0.03289000638383367,-0.7360787007815217,
0.218,-0.0336260850846152,-0.7303224705742165,
0.219,-0.034356407555189414,-0.7244587109266639,
0.22,-0.035080866266116076,-0.7184880668253282,
0.221,-0.0357993543329414,-0.7124112141325059,
0.222,-0.03651176554707391,-0.7062288596189483,
0.223,-0.03721799440669286,-0.6999417409792177,
0.224,-0.037917936147672075,-0.6935506268295648,
0.225,-0.03861148677450164,-0.6870563166881349,
0.226,-0.03929854309118977,-0.6804596409373197,
0.227,-0.03997900273212709,-0.6737614607680917,
0.228,-0.04065276419289518,-0.666962668106175,
0.229,-0.041319726861001355,-0.6600641855199176,
0.23,-0.041979791046521275,-0.653066966109756,
0.231,-0.04263285801263103,-0.6459719933791713,
0.232,-0.043278830006010204,-0.6387802810870613,
0.233,-0.043917610287097265,-0.631492873081466,
0.234,-0.04454910316017873,-0.624110843114605,
0.23500000000000001,-0.045173214003293334,-0.6166352946392036,
0.23600000000000002,-0.04578984929793254,-0.6090673605861024,
0.23700000000000002,-0.04639891665851864,-0.6014082031231635,
0.23800000000000002,-0.0470003248616418,-0.5936590133955089,
0.23900000000000002,-0.04759398387503731,-0.585821011247143,
0.24,-0.048179804886284455,-0.5778954449240309,
0.241,-0.048757700331208485,-0.5698835907587242,
0.242,-0.04932758392196721,-0.5617867528366475,
0.243,-0.04988937067480386,-0.5536062626441742,
0.244,-0.050442976937448036,-0.5453434786986445,
0.245,-0.05098832041614668,-0.5369997861604934,
0.246,-0.05152532020230718,-0.5285765964276805,
0.247,-0.05205389679873486,-0.5200753467126299,
0.248,-0.05257397214544749,-0.5114974996019079,
0.249,-0.0530854696450494,-0.502844542598887,
0.25,-0.053588314187648284,-0.49411798764966164,
0.251,-0.05408243217529794,-0.48531937065250136,
0.252,-0.05456775154595044,-0.4764502509511443,
0.253,-0.05504420179690159,-0.4675122108122527,
0.254,-0.05551171400771384,-0.45850685488736975,
0.255,-0.05597022086260121,-0.44943580965973456,
0.256,-0.05641965667226094,-0.440300722876329,
0.257,-0.056859957395137266,-0.43110326296554685,
0.258,-0.05729106065810281,-0.42184511844089234,
0.259,-0.057712905776543706,-0.4125279972911299,
0.26,-0.058125433773834834,-0.40315362635732305,
0.261,-0.05852858740019216,-0.39372375069721577,
0.262,-0.058922311150889375,-0.38424013293742154,
0.263,-0.059306551283826794,-0.37470455261390145,
0.264,-0.0596812558364407,-0.36511880550122466,
0.265,-0.06004637464194192,-0.3554847029311164,
0.266,-0.06040185934487304,-0.34580407110081196,
0.267,-0.06074766341597385,-0.3360787503717449,
0.268,-0.0610837421663456,-0.32631059455910905,
0.269,-0.06141005276090471,-0.31650147021284325,
0.27,-0.06172655423111755,-0.30665325589059717,
0.271,-0.06203320748700815,-0.29676784142324464,
0.272,-0.062329975328431396,-0.28684712717351885,
0.273,-0.06261682245560492,-0.2768930232883506,
0.274,-0.06289371547889326,-0.26690744894549684,
0.275,-0.06316062292783876,-0.2568923315950523,
0.276,-0.06341751525943382,-0.24684960619644158,
0.277,-0.06366436486563026,-0.23678121445149278,
0.278,-0.06390114608008175,-0.22668910403419734,
0.279,-0.06412783518411595,-0.21657522781776228,
0.28,-0.06434441041193371,-0.20644154309956336,
0.281,-0.06455085195503328,-0.19629001082460773,
0.28200000000000003,-0.06474714196585789,-0.18612259480811513,
0.28300000000000003,-0.064933264560666,-0.17594126095782564,
0.28400000000000003,-0.06510920582162383,-0.16574797649664022,
0.28500000000000003,-0.06527495379812047,-0.15554470918619837,
0.28600000000000003,-0.06543049850730667,-0.1453334265519936,
0.28700000000000003,-0.06557583193385867,-0.13511609511062408,
0.28800000000000003,-0.06571094802896929,-0.12489467959977055,
0.289,-0.06583584270856906,-0.11467114221148896,
0.29,-0.06595051385078055,-0.1044474418293987,
0.291,-0.06605496129260995,-0.09422553327034085,
0.292,-0.06614918682588028,-0.08400736653107298,
0.293,-0.06623319419241135,-0.07379488604055974,
0.294,-0.06630698907845191,-0.0635900299184086,
0.295,-0.06637057910837031,-0.05339472923999174,
0.296,-0.0664239738376103,-0.04321090730878423,
0.297,-0.06646718474491908,-0.03304047893643867,
0.298,-0.06650022522385553,-0.022885349731104655,
0.299,-0.06652311057358663,-0.012747415394490284,
0.3,-0.06653585798898112,-0.0026285610281500792,
0.301,-0.06653848655000927,0.007469339550528614,
0.302,-0.06653101721045875,0.017544424482182318,
0.303,-0.06651347278597657,0.02759484452872621,
0.304,-0.06648587794144784,0.037618763725576404,
0.305,-0.06644825917772226,0.04761436002242342,
0.306,-0.06640064481769983,0.05757982591215577,
0.307,-0.06634306499178767,0.06751336904754757,
0.308,-0.06627555162274013,0.07741321284533981,
0.309,-0.06619813840989479,0.08727759707736091,
0.31,-0.06611086081281743,0.0971047784483482,
0.311,-0.06601375603436908,0.1068930311601484,
0.312,-0.06590686300320893,0.11664064746199182,
0.313,-0.06579022235574694,0.1263459381865518,
0.314,-0.06566387641756039,0.13600723327151776,
0.315,-0.06552786918428886,0.1456228822664275,
0.316,-0.06538224630202244,0.15519125482452137,
0.317,-0.06522705504719792,0.16471074117939827,
0.318,-0.06506234430601852,0.17417975260627067,
0.319,-0.06488816455341226,0.18359672186763346,
0.32,-0.06470456783154463,0.19296010364317817,
0.321,-0.06451160772790145,0.2022683749438019,
0.322,-0.06430933935295764,0.21152003550957726,
0.323,-0.06409781931744807,0.22071360819156707,
0.324,-0.0638771057092565,0.22984763931738383,
0.325,-0.06364725806993912,0.23892069904041197,
0.326,-0.06340833737089871,0.2479313816726267,
0.327,-0.06316040598922608,0.2568783060009605,
0.328,-0.06290352768322512,0.26576011558718393,
0.329,-0.06263776756763793,0.27457547905128477,
0.33,-0.06236319208858665,0.2833230903383439,
0.331,-0.06207986899824831,0.2920016689689236,
0.332,-0.061787867329279385,0.3006099602729979,
0.333,-0.061487257369006384,0.3091467356074708,
0.334,-0.06117811063339891,0.31761079255734237,
0.335,-0.06086049984084157,0.3260009551205974,
0.336,-0.06053449888572097,0.33431607387690565,
0.337,-0.06020018281184406,0.34255502614023564,
0.338,-0.059857627785703825,0.35071671609549876,
0.339,-0.05950691106960833,0.3588000749193521,
0.34,-0.059148110994688974,0.36680406088530226,
0.341,-0.05878130693380367,0.37472765945326353,
0.342,-0.05840657927435041,0.38256988334373665,
0.343,-0.05802400939100667,0.39032977259678503,
0.34400000000000003,-0.057633679618409886,0.3980063946159972,
0.34500000000000003,-0.05723567322379389,0.4055988441976336,
0.34600000000000003,-0.05683007437959625,0.4131062435451674,
0.34700000000000003,-0.056416968136051085,0.42052774226943734,
0.34800000000000003,-0.05599644039378165,0.4278625173746411,
0.34900000000000003,-0.055568577876407,0.4351097732304055,
0.35000000000000003,-0.0551334681031766,0.44226874153017914,
0.35100000000000003,-0.05469119936164642,0.4493386812361998,
0.352,-0.05424186068041022,0.45631887851129777,
0.353,-0.05378554180189892,0.46320864663780237,
0.354,-0.053322333155261116,0.47000732592382566,
0.355,-0.05285232582933729,0.4767142835972033,
0.356,-0.05237561154574009,0.4833289136873791,
0.357,-0.05189228263205271,0.4898506368955239,
0.358,-0.051402431995157184,0.49627890045318396,
0.359,-0.050906153094704,0.5026131779697609,
0.36,-0.050403539916734234,0.5088529692691254,
0.361,-0.04989468694746511,0.514997800215673,
0.362,-0.04937968914724943,0.5210472225301338,
0.363,-0.048858641924719295,0.5270008135954471,
0.364,-0.04833164111112385,0.5328581762530189,
0.365,-0.04779878293487083,0.5386189385896784,
0.366,-0.047260163996281156,0.5442827537156528,
0.367,-0.0467158812425655,0.5498492995338812,
0.368,-0.04616603194303162,0.5553182785009863,
0.369,-0.045610713664530636,0.5606894173802276,
0.37,-0.045050024247150405,0.5659624669867557,
0.371,-0.04448406178016365,0.5711372019254882,
0.372,-0.04391292457823816,0.5762134203219289,
0.373,-0.04333671115791623,0.5811909435462469,
0.374,-0.042755520214369985,0.5860696159309361,
0.375,-0.04216945059843905,0.590849304482369,
0.376,-0.041578601293956685,0.5955298985865602,
0.377,-0.04098307139537012,0.6001113097094509,
0.378,-0.04038296008566067,0.6045934710920245,
0.379,-0.03977836661456864,0.60897633744056,
0.38,-0.03916939027712808,0.6132598846123258,
0.381,-0.03855613039251576,0.6174441092970167,
0.382,-0.03793868628321874,0.6215290286942282,
0.383,-0.03731715725452451,0.6255146801872653,
0.384,-0.03669164257433724,0.6294011210135708,
0.385,-0.03606224145332367,0.6331884279320626,
0.386,-0.03542905302539161,0.6368766968876587,
0.387,-0.03479217632850395,0.6404660426732673,
0.388,-0.03415171028583068,0.6439565985895149,
0.389,-0.03350775368724117,0.6473485161024782,
0.39,-0.03286040517113869,0.650641964499684,
0.391,-0.03220976320663901,0.6538371305446331,
0.392,-0.03155592607609437,0.6569342181301016,
0.393,-0.03089899185796427,0.659933447930466,
0.394,-0.030239058410033805,0.6628350570532946,
0.395,-0.02957622335298051,0.6656392986904396,
0.396,-0.028910584054290072,0.6683464417688633,
0.397,-0.028242237612521207,0.6709567706014216,
0.398,-0.027571280841919787,0.6734705845378247,
0.399,-0.026897810257381964,0.6758881976159891,
0.4,-0.026221922059765975,0.6782099382139879,
0.401,-0.025543712121551987,0.6804361487028036,
0.402,-0.024863275972849184,0.6825671851000769,
0.403,-0.024180708787749108,0.6846034167250448,
0.404,-0.023496105371024062,0.6865452258548502,
0.405,-0.022809560145169213,0.6883930073824036,
0.406,-0.02212116713778681,0.6901471684759685,
0.40700000000000003,-0.021431019969310842,0.6918081282406379,
0.40800000000000003,-0.020739211841070204,0.6933763173818634,
0.40900000000000003,-0.02004583552368834,0.6948521778711921,
0.41000000000000003,-0.019350983345817148,0.6962361626143595,
0.41100000000000003,-0.01865474718320279,0.6975287351218843,
0.41200000000000003,-0.017957218448080906,0.6987303691823017,
0.41300000000000003,-0.017258488078898605,0.6998415485381673,
0.41400000000000003,-0.01655864653036044,0.700862766564959,
0.41500000000000004,-0.01585778376379548,0.7017945259529984,
0.41600000000000004,-0.01515598923784248,0.7026373383925049,
0.417,-0.014453351899449976,0.7033917242618957,
0.418,-0.01374996017518808,0.7040582123194341,
0.419,-0.013045901962868646,0.7046373393983263,
0.42,-0.01234126462347032,0.7051296501053603,
0.421,-0.01163613497336496,0.7055356965231767,
0.422,-0.010930599276841783,0.7058560379162541,
0.423,-0.010224743238925528,0.7060912404406883,
0.424,-0.00951865199848484,0.7062418768578398,
0.425,-0.008812410121627,0.7063085262519172,
0.426,-0.008106101595375082,0.7062917737515618,
0.427,-0.00739980982162352,0.7061922102554928,
0.428,-0.006693617611368027,0.7060104321622681,
0.429,-0.005987607179205759,0.7057470411042106,
0.43,-0.005281860138101549,0.7054026436855472,
0.431,-0.004576457494416001,0.7049778512248018,
0.432,-0.0038714796431911992,0.7044732795014805,
0.433,-0.003167006363689719,0.7038895485070812,
0.434,-0.002463116815182638,0.7032272822004598,
0.435,-0.001759889532982178,0.7024871082675767,
0.436,-0.0010574024247146014,0.7016696578856461,
0.437,-0.00035573276682895536,0.7007755654917079,
0.438,0.0003450427986627526,0.6998054685556351,
0.439,0.0010448482672183877,0.6987600073575886,
0.44,0.0017436082745759763,0.6976398247699293,
0.441,0.0024412480993459057,0.6964455660435892,
0.442,0.003137693665389495,0.6951778785989062,
0.443,0.003832871543988401,0.6938374118209184,
0.444,0.00452670895580932,0.6924248168591163,
0.445,0.005219133772668436,0.6909407464316437,
0.446,0.00591007451910008,0.6893858546339386,
0.447,0.006599460373734019,0.6877607967518007,
0.448,0.00728722117048582,0.6860662290788712,
0.449,0.007973287399564691,0.6843028087385069,
0.45,0.008657590208303197,0.6824711935100296,
0.451,0.009340061401813227,0.6805720416593269,
0.452,0.010020633443472555,0.6786060117737824,
0.453,0.010699239455246336,0.6765737626015073,
0.454,0.011375813217847844,0.6744759528948454,
0.455,0.01205028917074269,0.6723132412581231,
0.456,0.012722602412000813,0.6700862859996093,
0.457,0.013392688698000423,0.6677957449876544,
0.458,0.014060484442988077,0.6654422755109713,
0.459,0.014725926718499049,0.6630265341430231,
0.46,0.015388953252642073,0.6605491766104773,
0.461,0.01604950242925255,0.6580108576656889,
0.462,0.01670751328691824,0.6554122309631704,
0.463,0.01736292551788141,0.6527539489400062,
0.464,0.018015679466821415,0.6500366627001695,
0.465,0.018665716129521583,0.6472610219026957,
0.466,0.019312977151424278,0.6444276746536682,
0.467,0.019957404826077947,0.6415372674019696,
0.468,0.020598942093479917,0.6385904448387514,
0.46900000000000003,0.021237532538318667,0.635587849800575,
0.47000000000000003,0.02187312038811924,0.632530123176174,
0.47100000000000003,0.022505650511295414,0.629417903816789,
0.47200000000000003,0.023135068415112203,0.6262518284500264,
0.47300000000000003,0.02376132024356223,0.6230325315971882,
0.47400000000000003,0.024384352775159417,0.619760645494024,
0.47500000000000003,0.02500411342065344,0.6164368000148529,
0.47600000000000003,0.025620550220668295,0.6130616226000037,
0.47700000000000004,0.0262336118432683,0.609635738186522,
0.47800000000000004,0.026843247581454822,0.60615976914209,
0.47900000000000004,0.02744940735059691,0.6026343352021097,
0.48,0.02805204168579902,0.5990600534098933,
0.481,0.028651101739208915,0.5954375380599101,
0.482,0.029246539277268824,0.591767400644037,
0.483,0.02983830667791286,0.5880502498007585,
0.484,0.03042635692771362,0.5842866912672642,
0.485,0.031010643618980885,0.5804773278343903,
0.486,0.03159112094681527,0.5766227593043535,
0.487,0.03216774370611963,0.5727235824512221,
0.488,0.03274046728857085,0.5687803909840751,
0.489,0.033309247679554926,0.5647937755127937,
0.49,0.03387404145506772,0.5607643235164356,
0.491,0.034434805778584154,0.5566926193141379,
0.492,0.034991498397898294,0.5525792440384999,
0.493,0.035544077641936796,0.5484247756113905,
0.494,0.03609250241754819,0.5442297887221335,
0.495,0.036636732206270325,0.5399948548080167,
0.496,0.03717672706107834,0.5357205420370763,
0.497,0.03771244760311542,0.5314074152931064,
0.498,0.038243855018408525,0.5270560361628441,
0.499,0.038770911054571366,0.5226669629252806,
0.5,0.039293578017496646,0.5182407505430506,
0.501,0.03981181876803969,0.513777950655852,
0.502,0.040325596718695546,0.5092791115758468,
0.503,0.04083487583027139,0.5047447782849982,
0.504,0.04133962060855639,0.5001754924342956,
0.505,0.04183979610099069,0.49557179234482246,
0.506,0.04233536789333551,0.49093421301062107,
0.507,0.04282630210634613,0.48626328610330966,
0.508,0.04331256539244944,0.48155953997840695,
0.509,0.04379412493242785,0.4768234996833209,
0.51,0.04427094843211117,0.472055686966958,
0.511,0.044743004119078125,0.46725662029091086,
0.512,0.04521026073936903,0.46242681484218173,
0.513,0.045672687554211215,0.45756678254740085,
0.514,0.046130254336758617,0.4526770320884985,
0.515,0.046582931368847114,0.4477580689197908,
0.516,0.04703068943776691,0.44281039528643945,
0.517,0.047473499833053344,0.43783451024424686,
0.518,0.04791133434329759,0.4328309096807477,
0.519,0.04834416525297834,0.42780008633755967,
0.52,0.0487719653393159,0.42274252983395605,
0.521,0.04919470786914986,0.41765872669162385,
0.522,0.049612366595841485,0.4125491603605713,
0.523,0.050024915756202055,0.4074143112461499,
0.524,0.050432330067448204,0.40225465673715577,
0.525,0.05083458472418536,0.3970706712349771,
0.526,0.051231655395420336,0.3918628261837535,
0.527,0.05162351822160409,0.386631590101515,
0.528,0.052010149811705604,0.38137742861226814,
0.529,0.05239152724031787,0.37610080447899785,
0.53,0.052767628044796865,0.37080217763755385,
0.531,0.05313843022243442,0.3654820052313914,
0.532,0.05350391222766581,0.36014074164713633,
0.533,0.053864052969312945,0.3547788385509452,
0.534,0.05421883180786389,0.34939674492563216,
0.535,0.05456822855278952,0.34399490710853353,
0.536,0.05491222345989805,0.3385737688300839,
0.537,0.05525079722872814,0.33313377125307536,
0.538,0.05558393099998121,0.3276753530125743,
0.539,0.05591160635299379,0.3221989502564692,
0.54,0.056233805303250256,0.3167049966866247,
0.541,0.05655051029993688,0.3111939236006161,
0.542,0.05686170422353749,0.30566615993402074,
0.543,0.057167370383471514,0.30012213230324203,
0.544,0.05746749251577476,0.29456226504884236,
0.545,0.0577620547808236,0.2889869802793624,
0.546,0.05805104176110296,0.28339669791560435,
0.547,0.05833443845901857,0.2777918357353563,
0.548,0.058612230294753924,0.27217280941853744,
0.549,0.058884403104172464,0.2665400325927416,
0.55,0.05915094313676521,0.2608939168791595,
0.551,0.05941183705364437,0.25523487193885847,
0.552,0.05966707192558323,0.2495633055194003,
0.553,0.05991663523110263,0.243879623501778,
0.554,0.06016051485460441,0.23818422994765098,
0.555,0.06039869908455207,0.2324775271468616,
0.556,0.06063117661169893,0.22675991566521328,
0.557,0.06085793652736414,0.2210317943924929,
0.558,0.06107896832175663,0.21529356059071936,
0.559,0.06129426188234735,0.209545609942601,
0.56,0.06150380749228995,0.20378833660018472,
0.561,0.061707595828890134,0.19802213323368015,
0.562,0.061905617962123814,0.1922473910804419,
0.5630000000000001,0.06209786535320426,0.1864644999940941,
0.5640000000000001,0.06228432985319835,0.18067384849378101,
0.5650000000000001,0.06246500370169213,0.1748758238135279,
0.5660000000000001,0.06263987952550566,0.16907081195169668,
